External ID;Creation Date;Display Name;Order Lines/Product/Internal Reference;Order Lines/Description;Order Lines/Quantity;Order Lines/Margin;Order Lines/Unit Price;Salesperson/Display Name;Payment Status;Delivery Status
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
__export__.sale_order_45164_61c73a9e;44218,34549;SO-INS-137976;AMP-B100;[AMP-B100] H-мост (Troyka-модуль);1;73,684;470;InSales;Fully Paid;Fully Shipped
;;;AMP-X195;[AMP-X195] Wi-Fi модуль ESP8266;1;320,462;540;;;
;;;AMP-X008-B;[AMP-X008-B] Breadboard Mini цветной;1;125,967;190;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45163_30eb8613;44218,33304;SO-INS-137975;AMP-S051;[AMP-S051] CyberLight;2;554,201;490;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45162_213d08f0;44218,32506;SO-INS-137974;A000066;[A000066] Arduino Uno;1;662,54;2140;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45161_aeae3229;44218,32431;SO-INS-137973;AMP-S057;[AMP-S057] Малина v4 (2 ГБ);1;2425,049;8490;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45160_9acd8b18;44218,32212;SO-INS-137972;AMP-S035;[AMP-S035] «Интернет вещей» — продолжение набора «Матрёшка»;1;1623,664;3240;InSales;Fully Paid;Fully Shipped
;;;AMP-S010;[AMP-S010] Матрёшка Z;1;2149,263;5240;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45159_52a81f07;44218,30838;SO-INS-137971;AMP-X590;[AMP-X590] Плата управления Bigtreetech SKR v1.4;1;1036,538;3390;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45158_6f97d7b3;44218,30264;SO-INS-137969;AMP-X188;[AMP-X188] Припой с флюсом в катушке (200 г);1;457,682;940;InSales;Fully Paid;Fully Shipped
;;;AMP-X549;[AMP-X549] Цветной сенсорный дисплей Nextion Intelligent 7” / 800×480 / в корпусе;10;23205,437;9290;;;
;;;TN1000S;[TN1000S] Импульсный блок питания (1000 мА);1;509,166;1040;;;
;;;AMP-X008-W;[AMP-X008-W] Breadboard Mini White;2;183,937;140;;;
;;;AMP-B071;[AMP-B071] Troyka Shield LP;2;1221,827;1060;;;
;;;AMP-B009;[AMP-B009] Кнопка (Troyka-модуль);2;137,485;130;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;340;340;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45157_9f2ccfbe;44218,3026;SO-INS-137970;AMP-B138;[AMP-B138] AC/DC преобразователь «5 В 600 мА» (Troyka-модуль);1;216,579;530;InSales;Fully Paid;Fully Shipped
;;;AMP-W004;[AMP-W004] Кабель USB (A — B);1;139,986;240;;;
;;;AMP-B125;[AMP-B125] Troyka Slot Shield V2;1;261,711;580;;;
;;;AMP-B199;[AMP-B199] Iskra Uno;1;378,362;980;;;
;;;AMP-B066;[AMP-B066] Мини-Реле (Troyka-модуль);1;205,998;360;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45156_5b3c58cb;44218,29756;SO-INS-137968;AMP-X414;[AMP-X414] Wi-Fi модуль ESP32 DevKit;3;1233,639;840;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;[DLV-AX] Доставка Axiomus;1;350;350;;;
;;;DLV-AX;Доставка курьером по СПб (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по СПб (Axilog);1;0;0;;;
__export__.sale_order_45155_565ec91d;44218,27031;SO-INS-137967;AMP-R220R-10;[AMP-R220R-10] Резисторы (10 шт.);1;24,884;40;InSales;Fully Paid;Fully Shipped
;;;AMP-B008;[AMP-B008] Зуммер (Troyka-модуль);1;120,216;200;;;
;;;AMP-B048;[AMP-B048] 3D-джойстик (Troyka-модуль);1;176,928;470;;;
;;;AMP-B125;[AMP-B125] Troyka Slot Shield V2;1;237,545;580;;;
;;;AMP-B085;[AMP-B085] Четырёхкнопочная клавиатура (Troyka-модуль);1;177,064;360;;;
;;;AMP-B093;[AMP-B093] Светодиодная RGB матрица 4×4 (Troyka-модуль);4;669,965;470;;;
;;;AMP-B086-R;[AMP-B086-R] Четырёхразрядный индикатор (Troyka-модуль);1;359,682;940;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45154_671fdeca;44217,8739;SO-INS-137966;SEN0018;[SEN0018] Инфракрасный датчик движения;1;438,951;840;InSales;Fully Paid;Partially Shipped
;;;AMP-B045;[AMP-B045] Цифровой датчик температуры и влажности (Troyka-модуль);1;171,464;310;;;
;;;AMP-B120;[AMP-B120] WiFi Slot;1;608,48;1490;;;
;;;AMP-B094;[AMP-B094] Датчик углекислого газа MQ-135 (Troyka-модуль);1;300,026;530;;;
;;;AMP-B160;[AMP-B160] Силовой ключ P-Channel (Troyka-модуль);1;190,751;360;;;
;;;AMP-X156;[AMP-X156] Держатель печатной платы с лупой;1;744,01;1490;;;
;;;AMP-B182;[AMP-B182] Ёмкостный датчик влажности почвы;1;265,791;630;;;
;;;AMP-B098;[AMP-B098] Силовой ключ v3 (Troyka-модуль);1;177,574;310;;;
;;;AMP-W022;[AMP-W022] Трёхпроводной шлейф «мама-папа»;20;823,32;60;;;
;;;AMP-X152;[AMP-X152] Жидкий флюс во флаконе с кисточкой;1;51,737;90;;;
;;;AMP-B114;[AMP-B114] Драйвер светодиодных лент WS2812 (Troyka-модуль);1;436,756;900;;;
;;;AMP-M007;[AMP-M007] Нейлоновые винты М3×8 (4 шт.);10;281,803;40;;;
;;;AMP-M010;[AMP-M010] Нейлоновые гайки М3 (4 шт.);10;292,103;40;;;
;;;DLV-EMS;Доставка службой EMS;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45153_03eee26a;44217,85309;SO-INS-137965;AMP-S016;[AMP-S016] Микроник;1;508,885;990;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45152_12f305c5;44217,81442;SO-INS-137964;AMP-S010;[AMP-S010] Матрёшка Z;1;2152,536;5240;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45150_06863111;44217,80144;SO-INS-137962;AMP-B042;[AMP-B042] Proto Shield;1;153,797;260;InSales;Fully Paid;Fully Shipped
;;;A000066;[A000066] Arduino Uno;1;664,194;2140;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45149_ad88e40c;44217,78845;SO-INS-137961;AMP-S016;[AMP-S016] Микроник;1;508,885;990;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45148_19fd3442;44217,77766;SO-INS-137960;A000053;[A000053] Arduino Micro;2;1183,509;2140;InSales;Fully Paid;Fully Shipped
;;;AMP-B197;[AMP-B197] Гироскоп v2 (Troyka-модуль);2;1281,749;1340;;;
;;;DLV-RUPOST;Посылка Почтой России;1;260;260;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
__export__.sale_order_45147_0867197a;44217,77404;SO-INS-137959;AMP-B081;[AMP-B081] Wi-Fi (Troyka-модуль);1;356,581;850;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45146_b7281973;44217,74161;SO-INS-137958;AMP-B045;[AMP-B045] Цифровой датчик температуры и влажности (Troyka-модуль);1;171,464;310;InSales;Fully Paid;Fully Shipped
;;;AMP-B048;[AMP-B048] 3D-джойстик (Troyka-модуль);1;196,8;470;;;
;;;AMP-B125;[AMP-B125] Troyka Slot Shield V2;1;262,038;580;;;
;;;AMP-X211;[AMP-X211] Лазерный модуль мини;1;106,669;150;;;
;;;AMP-M035;[AMP-M035] Slot Box XL (#Структор);1;303,65;440;;;
;;;AMP-B004;[AMP-B004] Датчик освещённости (Troyka-модуль);1;68,727;130;;;
;;;AMP-B093;[AMP-B093] Светодиодная RGB матрица 4×4 (Troyka-модуль);4;749,507;470;;;
;;;AMP-B008;[AMP-B008] Зуммер (Troyka-модуль);1;128,607;200;;;
;;;AMP-M034;[AMP-M034] Slot Box (#Структор);1;301,589;440;;;
;;;DLV-EMS;Доставка службой EMS;1;462;462;;;
;;;DLV-EMS;EMS;1;0;0;;;
;;;DLV-EMS;EMS;1;0;0;;;
__export__.sale_order_45145_3d6e3be1;44217,7308;SO-INS-137957;AMP-S027;[AMP-S027] NYAN!;1;990,756;2490;InSales;Not Invoiced;Not Shipped
;;;AMP-S042;[AMP-S042] Робожук;1;1255,332;2790;;;
;;;AMP-S016;[AMP-S016] Микроник;1;508,885;990;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45144_42a7e156;44217,72497;SO-INS-137956;AMP-X580;[AMP-X580] PETG-пластик FDplast / белый;1;250,482;1190;InSales;Fully Paid;Fully Shipped
;;;AMP-X581;[AMP-X581] PETG-пластик FDplast / синий;1;244,077;1190;;;
;;;AMP-X570;[AMP-X570] Сопло 0,4 мм;2;364,955;290;;;
;;;AMP-X584;[AMP-X584] PLA-пластик FDplast / красный;1;167,294;1190;;;
;;;AMP-X588;[AMP-X588] PETG-пластик FDplast / зелёный;1;264,47;1190;;;
;;;AMP-X589;[AMP-X589] PLA-пластик FDplast / оранжевый;1;44,131;1190;;;
;;;AMP-S010;[AMP-S010] Матрёшка Z;1;2152,536;5240;;;
;;;AMP-P003;[AMP-P003] 3D-принтер Flying Bear Ghost 5;1;3818,074;32790;;;
;;;AMP-X571;[AMP-X571] Сопло 0,2 мм;2;467,134;390;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45143_ffc7f86c;44217,72206;SO-INS-137955;AMP-X491;[AMP-X491] Корпус для Raspberry Pi 4 с двумя кулерами (LT-4B02 / алюминий / серый);1;1111,64;2340;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45142_fb9e8eb3;44217,65221;SO-INS-137954;ISBN-0280-6;[ISBN-0280-6] Заводим Raspberry Pi;1;176,43;420;InSales;Fully Paid;Fully Shipped
;;;ISBN-0805-4;[ISBN-0805-4] Заводим BeagleBone;1;64,726;190;;;
;;;DLV-RUPOST;Посылка Почтой России;1;364;364;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
__export__.sale_order_45141_db748852;44217,64707;SO-INS-137953;AMP-X145;[AMP-X145] Герметичный датчик температуры DS18B20;2;262,482;240;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45140_605e8ac6;44217,64414;SO-INS-137952;AMP-S016;[AMP-S016] Микроник;2;1017,77;990;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45139_ffc22387;44217,63189;SO-INS-137951;AMP-W023-3;[AMP-W023-3] Разъём JST PH-3 с проводами;3;78,799;40;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45138_b264402f;44217,61318;SO-INS-137950;AMP-W029;[AMP-W029] Кабель USB (A — Type C) - 80cm;1;221,715;340;InSales;Fully Paid;Fully Shipped
;;;USB3100-2;[USB3100-2] Импульсный блок питания с двумя USB-разъёмами (5 В, 3100 мА);1;414,071;740;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45137_0ce62536;44217,59731;SO-INS-137949;AMP-X097;[AMP-X097] Элемент Пельтье;1;205,611;390;InSales;Fully Paid;Fully Shipped
;;;AMP-X500;[AMP-X500] Вентилятор охлаждения (30×30×8 мм);1;131,377;290;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45135_c4b7a428;44217,55977;SO-INS-137948;AMP-E030;[AMP-E030] Raspberry Pi 3 Model A+;1;705,471;3190;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45131_ceb0279d;44217,54215;SO-INS-137946;AMP-B159;[AMP-B159] Power Cell (Troyka-модуль);1;344,278;840;InSales;Fully Paid;Fully Shipped
;;;AMP-X524;[AMP-X524] Аккумулятор ET ICR16340C Li-Ion / 3,7 В / 700 мА·ч;1;345,091;690;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45128_d010e7f7;44217,52404;SO-INS-137945;AMP-S010;[AMP-S010] Матрёшка Z;1;2152,536;5240;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45127_914bb353;44217,51822;SO-INS-137944;AMP-X002;[AMP-X002] Breadboard;1;176,439;390;InSales;Fully Paid;Fully Shipped
;;;USB3100-2-K;[USB3100-2-K] Импульсный блок питания с двумя USB-разъёмами 5 В / 3100 мА/ чёрный;1;414,071;740;;;
;;;AMP-B148;[AMP-B148] Датчик кислотности жидкости (Troyka-модуль);1;1088,366;2130;;;
;;;AMP-B146;[AMP-B146] Текстовый дисплей 16×2 (Troyka-модуль);1;386,312;940;;;
;;;DLV-RUPOST;Посылка Почтой России;1;364;364;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
__export__.sale_order_45125_b367caed;44217,49661;SO-INS-137943;AMP-W007;[AMP-W007] Соединительные провода «мама-папа»;1;207,138;390;InSales;Fully Paid;Fully Shipped
;;;AMP-X211;[AMP-X211] Лазерный модуль мини;1;106,669;150;;;
;;;AMP-F001-U2;[AMP-F001-U2] Микросервопривод FS90;1;200,807;390;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45122_c27ba538;44217,44909;SO-INS-137942;AMP-X452;[AMP-X452] Дальномер Benewake TFmini Plus LIDAR;4;2190,135;4490;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45121_6362603e;44217,4397;SO-INS-137941;AMP-V12039;[AMP-V12039] Камера для Raspberry Pi Zero;2;1164,977;1690;InSales;Fully Paid;Fully Shipped
;;;DLV-EMS;Доставка службой EMS;1;429;429;;;
;;;DLV-EMS;EMS;1;0;0;;;
;;;DLV-EMS;EMS;1;0;0;;;
__export__.sale_order_45120_c8fa7a9d;44217,42954;SO-INS-137940;AMP-V12824;[AMP-V12824] Цветной сенсорный HDMI-дисплей для Raspberry Pi 480×320 / 3,5”;1;748,771;2640;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;340;340;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45119_586a82cd;44217,42223;SO-INS-137939;AMP-B064;[AMP-B064] Приёмопередатчик RS-485 (Troyka-модуль);1;210,125;470;InSales;Fully Paid;Fully Shipped
;;;AMP-B168;[AMP-B168] GPS/GLONASS приёмник с выносной антенной v2 (Troyka-модуль);1;588,147;2140;;;
;;;AMP-B035;[AMP-B035] IMU-сенсор на 10 степеней свободы v1 (Troyka-модуль);1;345,812;1390;;;
;;;AMP-V14628;[AMP-V14628] Цветной сенсорный HDMI-дисплей для Raspberry Pi 1024×600 / 7”;1;1774,211;5340;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45118_4bf23f5b;44217,41927;SO-INS-137938;AMP-S035;[AMP-S035] «Интернет вещей» — продолжение набора «Матрёшка»;1;1625,253;3240;InSales;Fully Paid;Fully Shipped
;;;AMP-S010;[AMP-S010] Матрёшка Z;1;2152,536;5240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45117_5ccc1759;44217,41851;SO-INS-137937;AMP-F004;[AMP-F004] Сервопривод FS5106B;1;322,193;840;InSales;Fully Paid;Fully Shipped
;;;AMP-S010;[AMP-S010] Матрёшка Z;1;2152,536;5240;;;
;;;AMP-B041;[AMP-B041] Акселерометр (Troyka-модуль);1;235,758;530;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45116_4313f107;44217,41703;SO-INS-137936;AMP-S052;[AMP-S052] CyberMetal;1;353,629;790;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45113_407d9da9;44217,38029;SO-INS-137935;AMP-X102-FLA;[AMP-X102-FLA] Графический экран 128×64;2;892,442;1290;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45110_d5e5499a;44217,37003;SO-INS-137934;AMP-B058;[AMP-B058] Сканер RFID/NFC 13,56 МГц (Troyka-модуль);1;460,287;1490;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45109_d05e4bd8;44217,36566;SO-INS-137933;AMP-V15082;[AMP-V15082] Waveshare e-Paper Shield ;1;325,435;690;InSales;Fully Paid;Fully Shipped
;;;AMP-V13275;[AMP-V13275] Экран E-Ink 1,54” / 200×200 / красный ;1;334,484;990;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45108_72c4b341;44217,3613;SO-INS-137932;AMP-S026;[AMP-S026] Робоняша;1;7663,311;13990;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45106_13b796cc;44217,35036;SO-INS-137930;AMP-B147;[AMP-B147] Iskra Nano Pro (без ног);1;143,943;470;InSales;Fully Paid;Fully Shipped
;;;AMP-W016;[AMP-W016] Провод многожильный (0,2 мм², 10 м);1;134,48;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45105_e40cce30;44217,35032;SO-INS-137931;AMP-X502;"[AMP-X502] 	Переходник Micro-USB / Type-C (чёрный)";1;116,738;240;InSales;Fully Paid;Fully Shipped
;;;AMP-X376;[AMP-X376] Переходник HDMI-microHDMI;1;169,742;290;;;
;;;AMP-X379;[AMP-X379] Геймпад Retroflag Classic USB Controller-M;1;349,42;1390;;;
;;;AMP-X236;[AMP-X236] Уплотнительное кольцо (3 мм);5;40,562;10;;;
;;;AMP-X238;[AMP-X238] Уплотнительное кольцо (5 мм);5;39,827;10;;;
;;;AMP-X237;[AMP-X237] Уплотнительное кольцо (4 мм);5;40,562;10;;;
;;;AMP-X239;[AMP-X239] Уплотнительное кольцо (6 мм);5;39,457;10;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45102_e2092d51;44217,31543;SO-INS-137928;AMP-X337;[AMP-X337] Цветной TFT-дисплей 128×160 / 1,8”;1;745,406;1590;InSales;Fully Paid;Fully Shipped
;;;DLV-RUPOST;Посылка Почтой России;1;260;260;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
__export__.sale_order_45101_d6296f9e;44217,31037;SO-INS-137927;AMP-B073;[AMP-B073] SD картридер (Troyka-модуль);1;196,653;470;InSales;Fully Paid;Fully Shipped
;;;AMP-B167;[AMP-B167] GPS/GLONASS приёмник v2 (Troyka-модуль);1;603,99;1390;;;
;;;AMP-B035;[AMP-B035] IMU-сенсор на 10 степеней свободы v1 (Troyka-модуль);2;691,625;1390;;;
;;;AMP-X321;[AMP-X321] Цветной сенсорный дисплей Nextion Enhanced 2,8” / 320×240;1;743,918;2390;;;
;;;AMP-B110;[AMP-B110] GPRS Shield;1;1587,119;3190;;;
;;;ABX00012;[ABX00012] Arduino MKR Zero;1;643,868;2540;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_45100_632b189b;44217,30388;SO-INS-137926;1PK-501A;[1PK-501A] Бокорезы;1;138,015;740;InSales;Fully Paid;Fully Shipped
;;;AMP-S030;[AMP-S030] Электроника для начинающих (часть 1);1;1921,928;4240;;;
;;;AMP-X358;[AMP-X358] Мультиметр DT832;1;424,808;790;;;
;;;AMP-X074;[AMP-X074] Батарейка Крона;1;151,797;390;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_45099_7d0d18d2;44217,30025;SO-INS-137925;AMP-S010;[AMP-S010] Матрёшка Z;1;1934,202;5240;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45098_303c963c;44217,29949;SO-INS-137924;AMP-X203;[AMP-X203] Датчик уровня воды (прямой);3;195,174;240;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_45097_11d78aaf;44217,26084;SO-INS-137923;AMP-X548;[AMP-X548] Цветной сенсорный дисплей Nextion Intelligent 7” / 800×480;1;1264,356;7790;InSales;Fully Paid;Fully Shipped
;;;AMP-W024-2;[AMP-W024-2] Разъём JST SH-2 с проводами;1;25,677;40;;;
;;;AMP-X334;[AMP-X334] MicroSD-карта (16 ГБ, класс 10);1;345,46;640;;;
;;;AMP-X075;[AMP-X075] Батарейка CR1225;1;49,234;90;;;
;;;DLV-EMS;Доставка службой EMS;1;750;750;;;
;;;DLV-EMS;EMS;1;0;0;;;
;;;DLV-EMS;EMS;1;0;0;;;
__export__.sale_order_45096_c9a61b3d;44217,25149;SO-INS-137922;AMP-X155;[AMP-X155] Подставка для паяльника;1;358,059;1040;InSales;Fully Paid;Fully Shipped
;;;AMP-X152;[AMP-X152] Жидкий флюс во флаконе с кисточкой;1;29,237;90;;;
;;;AMP-X373;[AMP-X373] Губка для очистки жала;1;68,724;190;;;
;;;AMP-X258;[AMP-X258] Паяльник CXG ROHS 936d (60 ватт);1;13,246;2140;;;
